ID,Txid,Vout,Signature,PubKey,Value,PubKeyHash,TransactionID
423,ajEsgTwo1uc3wnluZ0eyv9Oae0JURCZPm0MfxMqYKEI=,0,WlY/fxu3mlkapEr6cT7hMsOV9VnFWMjrO2wLE2GNqhRU7xqEOeFnqbiKEa7N1pREmtbjIg6Ae2ZkcEBEu19z6A==,kowJvTnDwFTX+lTny85UnUa3owZAQRbMW5dyfmfxnyOpd43aiPFytYz2tTRHr/onoC0xjTY5aUdY1SZrUOdvew==,7140.907,kR0/T6LDC4MpDGtMKZUPt4YjJ2M=,xSGQNhu0pap+7EIqwSs+So8n1dcXj6jIzdiYQwqiI6A=
424,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
425,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,in3KUvBw7oCTd/ogG6V5DGc+Uq5RkzW4qgAuIytx0BGA6zZeNMWQs+dCO/BiqxgecgHRsPCQpTxw+jbW3tB7bg==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,10797.597,oKGp2+d+EUDPjEolnniaUOdZ9n8=,hEVkLdokg08V+yeNJSNegJXfqZHPRs39JZQOzXD03dQ=
426,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,in3KUvBw7oCTd/ogG6V5DGc+Uq5RkzW4qgAuIytx0BGA6zZeNMWQs+dCO/BiqxgecgHRsPCQpTxw+jbW3tB7bg==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,2609.418,x5qCyTFTv8wlh7qOG9ANm7yLVgI=,hEVkLdokg08V+yeNJSNegJXfqZHPRs39JZQOzXD03dQ=
427,ajEsgTwo1uc3wnluZ0eyv9Oae0JURCZPm0MfxMqYKEI=,0,tw61pjIcXHnc2hMsI+PyEQJXg7omOqLij3lq56THFKR5UZqhan+8Qgm8uvMuAwoeAWX3EEKXEcOkQIzdaPJTbw==,kowJvTnDwFTX+lTny85UnUa3owZAQRbMW5dyfmfxnyOpd43aiPFytYz2tTRHr/onoC0xjTY5aUdY1SZrUOdvew==,9304.614,QwqSrUc8HaMmATPgsnezbKML8lg=,hNO8NperCddRtMjlsVQJlg6xF5MpMI4KTXB6PNBvHD0=
428,ajEsgTwo1uc3wnluZ0eyv9Oae0JURCZPm0MfxMqYKEI=,0,tw61pjIcXHnc2hMsI+PyEQJXg7omOqLij3lq56THFKR5UZqhan+8Qgm8uvMuAwoeAWX3EEKXEcOkQIzdaPJTbw==,kowJvTnDwFTX+lTny85UnUa3owZAQRbMW5dyfmfxnyOpd43aiPFytYz2tTRHr/onoC0xjTY5aUdY1SZrUOdvew==,914.8154,kR0/T6LDC4MpDGtMKZUPt4YjJ2M=,hNO8NperCddRtMjlsVQJlg6xF5MpMI4KTXB6PNBvHD0=
429,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
430,/ER0/wMY1UmKDhitJVVTEhynQk0/cZ5fcP0jeAlfdag=,0,4pNSTL5yxhkjWhzQgSm8SeXn79J7uE8PO2HdRZ8cpAwszc6VhKLl3HlrPvBb9JenpNNsvPyZU0NfqzoxwkepQQ==,zYQq3ea/KeVawcT77simUAEpREQe1rzyAwoL9KjJHJQBTk/gxt4PPv3//QL7xPft9CsV6PORo4UWOfqea7RJoA==,5194.66,Xx4UJmJUix1WsUd0+ywJZopbq4s=,QIspPzzy9t7D7t1JVVJ7lCna2+CdAEp3BSdiptxs7D8=
431,/ER0/wMY1UmKDhitJVVTEhynQk0/cZ5fcP0jeAlfdag=,0,4pNSTL5yxhkjWhzQgSm8SeXn79J7uE8PO2HdRZ8cpAwszc6VhKLl3HlrPvBb9JenpNNsvPyZU0NfqzoxwkepQQ==,zYQq3ea/KeVawcT77simUAEpREQe1rzyAwoL9KjJHJQBTk/gxt4PPv3//QL7xPft9CsV6PORo4UWOfqea7RJoA==,2100.5918,lUoqakcC34jWHrCffSLedObvIt4=,QIspPzzy9t7D7t1JVVJ7lCna2+CdAEp3BSdiptxs7D8=
432,3ldV3tnEO2nLNdr2xjLcVbqSFQ59GBE64ltyGHAmnd4=,0,MuWDdMMuVZKkgUHcSEAZjLvMfHE7tUnxbySaRPnY19N7/fsM46OlZzjaazOZerSQ42qU0rMlECh++aieLSQJ/A==,5gAoHFiEMRE6+9AUTU6ZWwquvmur63I3ckgGvLHwWBFJCLWjdGGo1Fkgi2ufswTQKMcf77pDTxx5ENy+WUX7SA==,5.048631,ZutDKKcaGfVdn8FGb03AOEnbMd8=,mi0hT+++50j7Pwa31r4yCCUYPAY2JaOOJFXbkFpmHGE=
433,3ldV3tnEO2nLNdr2xjLcVbqSFQ59GBE64ltyGHAmnd4=,0,MuWDdMMuVZKkgUHcSEAZjLvMfHE7tUnxbySaRPnY19N7/fsM46OlZzjaazOZerSQ42qU0rMlECh++aieLSQJ/A==,5gAoHFiEMRE6+9AUTU6ZWwquvmur63I3ckgGvLHwWBFJCLWjdGGo1Fkgi2ufswTQKMcf77pDTxx5ENy+WUX7SA==,597.8773,5vjrvctBPFxPsD/m4FHECCckdfs=,mi0hT+++50j7Pwa31r4yCCUYPAY2JaOOJFXbkFpmHGE=
434,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
435,jIxzc3eqf5YL7dCqeSvwLVD6siybBZgPvhG2HU5/R2M=,0,h2iuN7dHcDquwRL5AnI2dlwUgUI+R2/8KgiCgszbv0AmbLUhl1oYe572ejNbckiFuXVmkWYkYujYZuEmjnVGrg==,MrNT1rzHwli28te3+x5jnZ+xlw5GNwzORPj537VPyIacRqdk1srynN++iHiIeh4Piv858fOEgy9t3Lp2M4lDLw==,4866.0947,OIR4Kb8oDTVMcUbswYr82PVqIC8=,3AH6l6WOlnm/pbS2jOUM8CTdsKGS47zXXc577bamrBo=
436,jIxzc3eqf5YL7dCqeSvwLVD6siybBZgPvhG2HU5/R2M=,0,h2iuN7dHcDquwRL5AnI2dlwUgUI+R2/8KgiCgszbv0AmbLUhl1oYe572ejNbckiFuXVmkWYkYujYZuEmjnVGrg==,MrNT1rzHwli28te3+x5jnZ+xlw5GNwzORPj537VPyIacRqdk1srynN++iHiIeh4Piv858fOEgy9t3Lp2M4lDLw==,8458.659,tsfZ6e3dU+ImlpELlIayluBQ168=,3AH6l6WOlnm/pbS2jOUM8CTdsKGS47zXXc577bamrBo=
437,jIxzc3eqf5YL7dCqeSvwLVD6siybBZgPvhG2HU5/R2M=,0,jfNT47+C6bsNJlLKnl808aB7Ix/oGFCVa6pDxElx1S9iP4Ui9YX29lRC74UJghraNk3gMnmEY8Kn12U8k/nlaw==,MrNT1rzHwli28te3+x5jnZ+xlw5GNwzORPj537VPyIacRqdk1srynN++iHiIeh4Piv858fOEgy9t3Lp2M4lDLw==,8610.53,L4Df6ucaiIaoVwJBA3nzQlPwJRs=,XuCyWBNqpHDMTuvSNRuAcQ/d0nPlUwCFRDR/Woe5jLA=
438,jIxzc3eqf5YL7dCqeSvwLVD6siybBZgPvhG2HU5/R2M=,0,jfNT47+C6bsNJlLKnl808aB7Ix/oGFCVa6pDxElx1S9iP4Ui9YX29lRC74UJghraNk3gMnmEY8Kn12U8k/nlaw==,MrNT1rzHwli28te3+x5jnZ+xlw5GNwzORPj537VPyIacRqdk1srynN++iHiIeh4Piv858fOEgy9t3Lp2M4lDLw==,4714.2236,tsfZ6e3dU+ImlpELlIayluBQ168=,XuCyWBNqpHDMTuvSNRuAcQ/d0nPlUwCFRDR/Woe5jLA=
439,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
440,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,Qii+FxtqjFV143IQ3/J8KXzPcCO/cZKvXLsu6l4ynIvc2ygrrCRB1MYa1YsliPMSf0LA/J8h7TKoGLr18wqpOA==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,5518.55,rjZovaYCBkJNlP4N23mBfVX3v4c=,0nXYUK05k7WHJeuIXMQlqc83XlLR6Xt4euY3sYRrcUM=
441,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,Qii+FxtqjFV143IQ3/J8KXzPcCO/cZKvXLsu6l4ynIvc2ygrrCRB1MYa1YsliPMSf0LA/J8h7TKoGLr18wqpOA==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,7888.465,x5qCyTFTv8wlh7qOG9ANm7yLVgI=,0nXYUK05k7WHJeuIXMQlqc83XlLR6Xt4euY3sYRrcUM=
442,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,lg145v81l1j8rQqDmVxTdx12iTiNnkSTaq7GC4bXhBUb/EpV1QsUdMHJ1RWiIf4AQZz7X9AeaPEesbd3xHnc5w==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,178.12837,x5qCyTFTv8wlh7qOG9ANm7yLVgI=,FBdxmCDzq6yVAd9HAbOj9ZV/mZUS78lIeywqldOisMA=
443,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,lg145v81l1j8rQqDmVxTdx12iTiNnkSTaq7GC4bXhBUb/EpV1QsUdMHJ1RWiIf4AQZz7X9AeaPEesbd3xHnc5w==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,36561.938,t02UkMeC5p89j6Cx2gyeaQ2iLZ0=,FBdxmCDzq6yVAd9HAbOj9ZV/mZUS78lIeywqldOisMA=
444,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
445,jIxzc3eqf5YL7dCqeSvwLVD6siybBZgPvhG2HU5/R2M=,0,Lyrqr5FT2gLWXE3RERXOLezWY4XenIteenYjTlAzU2Y07ViB3VTnby61AIwtFofEFuG1Vx5nHa148ddKKKXAbQ==,MrNT1rzHwli28te3+x5jnZ+xlw5GNwzORPj537VPyIacRqdk1srynN++iHiIeh4Piv858fOEgy9t3Lp2M4lDLw==,12336.021,VOmp5+7nSgCg7Raoq3n4nfm8wdQ=,Ly6J4OyV9Lg0yjv05UUn95mMlN2ErVnerE6V3n+S9+4=
446,jIxzc3eqf5YL7dCqeSvwLVD6siybBZgPvhG2HU5/R2M=,0,Lyrqr5FT2gLWXE3RERXOLezWY4XenIteenYjTlAzU2Y07ViB3VTnby61AIwtFofEFuG1Vx5nHa148ddKKKXAbQ==,MrNT1rzHwli28te3+x5jnZ+xlw5GNwzORPj537VPyIacRqdk1srynN++iHiIeh4Piv858fOEgy9t3Lp2M4lDLw==,988.7324,tsfZ6e3dU+ImlpELlIayluBQ168=,Ly6J4OyV9Lg0yjv05UUn95mMlN2ErVnerE6V3n+S9+4=
447,jIxzc3eqf5YL7dCqeSvwLVD6siybBZgPvhG2HU5/R2M=,0,TT5iUZ3MYdctSC1yC2oe0VCJK5dhaBwY4riTxTfttW8tRRFiM40JPdO3lzsNAs2QyteyBX0RhOzJLF4TLqsjdQ==,MrNT1rzHwli28te3+x5jnZ+xlw5GNwzORPj537VPyIacRqdk1srynN++iHiIeh4Piv858fOEgy9t3Lp2M4lDLw==,825.21124,hWK+MS6knDrIfxlGgByqWKuhK40=,9PhLewk1BA80f5eCqCbGG1v8CkT2PoetQnO53CvoFoQ=
448,jIxzc3eqf5YL7dCqeSvwLVD6siybBZgPvhG2HU5/R2M=,0,TT5iUZ3MYdctSC1yC2oe0VCJK5dhaBwY4riTxTfttW8tRRFiM40JPdO3lzsNAs2QyteyBX0RhOzJLF4TLqsjdQ==,MrNT1rzHwli28te3+x5jnZ+xlw5GNwzORPj537VPyIacRqdk1srynN++iHiIeh4Piv858fOEgy9t3Lp2M4lDLw==,12499.543,tsfZ6e3dU+ImlpELlIayluBQ168=,9PhLewk1BA80f5eCqCbGG1v8CkT2PoetQnO53CvoFoQ=
449,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
450,y0iovh2f1HKLOuUNp6im1N9WvN2Cw+ExjvmwoNvVgDM=,0,87P3QFQ0o2WlUb9elApsDGftto4k2DbTXy5MmBnfJtpj12Q4SQEcoECvsDYsJuq/VtndLiHacRFCSlLdvyOm/w==,kKEs9PG+SgO3Iapzsm0BP7dA7gVzDwgVJyWUoSL8FNtx2j/xHhcbYQVIS0mFFAo/KJfqW4DOBzRgcRPHUWYZPg==,81.07132,DA/iJJC5PZGJQ1XWJGpsDcStnPQ=,9aUsmYEoQbBxbplA76SI0g7jQutj4GcSAb2nbBcYNdA=
451,y0iovh2f1HKLOuUNp6im1N9WvN2Cw+ExjvmwoNvVgDM=,0,87P3QFQ0o2WlUb9elApsDGftto4k2DbTXy5MmBnfJtpj12Q4SQEcoECvsDYsJuq/VtndLiHacRFCSlLdvyOm/w==,kKEs9PG+SgO3Iapzsm0BP7dA7gVzDwgVJyWUoSL8FNtx2j/xHhcbYQVIS0mFFAo/KJfqW4DOBzRgcRPHUWYZPg==,271.55875,Qs5SUicycXUL3l0p/eieo13U59s=,9aUsmYEoQbBxbplA76SI0g7jQutj4GcSAb2nbBcYNdA=
452,NoMFET8iJE6tQAGvnZnakb6+22sWn4Ff8sAuAtPc/3c=,0,exPu2wuEjtdORTqihxifnqT2vmc8DuNHO65lNsAPYtvjOSBmwTaqORFuAGXx/OImlmAR7aGGhvIDL5Ffs5tGgg==,9WEmfz8tub0tIPzWQEJD9undIDcP4Uyzk4ubCvYah33pOPPSGW6xnaj/AtCAUqt3smkkA6A8xPDPgSzIaGvSdw==,863.8616,LMokyoEsT6WYmrmfoHh4gnF5AmQ=,puPAr31DFPv9hnkGFapIT6+CAaaLimlsfqOjoPSAgWQ=
453,NoMFET8iJE6tQAGvnZnakb6+22sWn4Ff8sAuAtPc/3c=,0,exPu2wuEjtdORTqihxifnqT2vmc8DuNHO65lNsAPYtvjOSBmwTaqORFuAGXx/OImlmAR7aGGhvIDL5Ffs5tGgg==,9WEmfz8tub0tIPzWQEJD9undIDcP4Uyzk4ubCvYah33pOPPSGW6xnaj/AtCAUqt3smkkA6A8xPDPgSzIaGvSdw==,1627.2327,ZutDKKcaGfVdn8FGb03AOEnbMd8=,puPAr31DFPv9hnkGFapIT6+CAaaLimlsfqOjoPSAgWQ=
454,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
455,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,x52in1MbVSh19DjeXh/3fM2ODRbUbs3r3k1/F8fz3/nVDDswep9+KNkl4ApDVmtIkLwLmz6UcTuGqIJezEoosQ==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,877.2209,Qs5SUicycXUL3l0p/eieo13U59s=,UqeHFPQ0eAqeUYuv5SISt0x9x9zCrH4EN0Lo9QtBNt8=
456,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,x52in1MbVSh19DjeXh/3fM2ODRbUbs3r3k1/F8fz3/nVDDswep9+KNkl4ApDVmtIkLwLmz6UcTuGqIJezEoosQ==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,12529.794,x5qCyTFTv8wlh7qOG9ANm7yLVgI=,UqeHFPQ0eAqeUYuv5SISt0x9x9zCrH4EN0Lo9QtBNt8=
457,zqKppinglCJcFliq67zamHyhVCmLTBrqXue1EsI/viM=,0,mzgASEnhL2G35Q4TLm+fQBmoPLNmDY2vlHJ3pi+z2om9uuGYCR4P/aiRKWDDiU1BGgq+xqQltBLx0490LIWSHA==,MEXArzx3OgZevRnEfcgpyqVIQylAxrQSURj6C8tVPfWMM13zQ5BaLVx01T919xBse45Cx7qQXfnvM/ge5QBxgw==,1047.397,gwdITBrRkq1Lvqe0q2R1OAgWFTQ=,OmohJwD6ygVcYsY+dxjdJPYa645yXdTk3ag8tEtGpeY=
458,zqKppinglCJcFliq67zamHyhVCmLTBrqXue1EsI/viM=,0,mzgASEnhL2G35Q4TLm+fQBmoPLNmDY2vlHJ3pi+z2om9uuGYCR4P/aiRKWDDiU1BGgq+xqQltBLx0490LIWSHA==,MEXArzx3OgZevRnEfcgpyqVIQylAxrQSURj6C8tVPfWMM13zQ5BaLVx01T919xBse45Cx7qQXfnvM/ge5QBxgw==,1028.479,xfaFpTzH+HttilRBtxAOlYnAni4=,OmohJwD6ygVcYsY+dxjdJPYa645yXdTk3ag8tEtGpeY=
459,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
460,ajEsgTwo1uc3wnluZ0eyv9Oae0JURCZPm0MfxMqYKEI=,0,Oz2a/QRukojJcczc3R1VAOciGpoVAROPMw4atxJsZJ43A4+GMpiUg3zWhm+ChykDZG0TcMWjN9DK/CWFhytn9g==,kowJvTnDwFTX+lTny85UnUa3owZAQRbMW5dyfmfxnyOpd43aiPFytYz2tTRHr/onoC0xjTY5aUdY1SZrUOdvew==,6455.247,xT1/xL4LykMfo3nSLM/mxy9sdCA=,Eejnvo0GOtWPtNgB/80PFBE+y0CrONZRFW+QLV0jh8U=
461,ajEsgTwo1uc3wnluZ0eyv9Oae0JURCZPm0MfxMqYKEI=,0,Oz2a/QRukojJcczc3R1VAOciGpoVAROPMw4atxJsZJ43A4+GMpiUg3zWhm+ChykDZG0TcMWjN9DK/CWFhytn9g==,kowJvTnDwFTX+lTny85UnUa3owZAQRbMW5dyfmfxnyOpd43aiPFytYz2tTRHr/onoC0xjTY5aUdY1SZrUOdvew==,3764.1826,kR0/T6LDC4MpDGtMKZUPt4YjJ2M=,Eejnvo0GOtWPtNgB/80PFBE+y0CrONZRFW+QLV0jh8U=
462,NoMFET8iJE6tQAGvnZnakb6+22sWn4Ff8sAuAtPc/3c=,0,Rd0AJBb709e/nR35gvd+JwFTEVVIE7MGiqfsJuNo+bCkrIgi9h3sflzX5k6aYcST80+ldFhSTHzc99mD4nMKtQ==,9WEmfz8tub0tIPzWQEJD9undIDcP4Uyzk4ubCvYah33pOPPSGW6xnaj/AtCAUqt3smkkA6A8xPDPgSzIaGvSdw==,958.80896,vp27LVa4zccnEtedPW2JCdwE82Q=,uPdx0MQuv4fHzcmAwbqQ+hD4lh2H6+pFvig0Ikz3iac=
463,NoMFET8iJE6tQAGvnZnakb6+22sWn4Ff8sAuAtPc/3c=,0,Rd0AJBb709e/nR35gvd+JwFTEVVIE7MGiqfsJuNo+bCkrIgi9h3sflzX5k6aYcST80+ldFhSTHzc99mD4nMKtQ==,9WEmfz8tub0tIPzWQEJD9undIDcP4Uyzk4ubCvYah33pOPPSGW6xnaj/AtCAUqt3smkkA6A8xPDPgSzIaGvSdw==,1532.2853,ZutDKKcaGfVdn8FGb03AOEnbMd8=,uPdx0MQuv4fHzcmAwbqQ+hD4lh2H6+pFvig0Ikz3iac=
464,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
465,NoMFET8iJE6tQAGvnZnakb6+22sWn4Ff8sAuAtPc/3c=,0,inIRFtSOqIHnKaxJ+Iq36QqNITCwYi9/z6PnvWhLEWFC4Vu/hYaHNc+9vtKIryANeYgaJCrSpribGsrdz55hIQ==,9WEmfz8tub0tIPzWQEJD9undIDcP4Uyzk4ubCvYah33pOPPSGW6xnaj/AtCAUqt3smkkA6A8xPDPgSzIaGvSdw==,32.789295,9nGY5GMMXVF3MunFglNdvBcM0aE=,ZN8OwBt8HaSbHRK7BB8TQuH5xMTBFrAEDpUO12mN1kc=
466,NoMFET8iJE6tQAGvnZnakb6+22sWn4Ff8sAuAtPc/3c=,0,inIRFtSOqIHnKaxJ+Iq36QqNITCwYi9/z6PnvWhLEWFC4Vu/hYaHNc+9vtKIryANeYgaJCrSpribGsrdz55hIQ==,9WEmfz8tub0tIPzWQEJD9undIDcP4Uyzk4ubCvYah33pOPPSGW6xnaj/AtCAUqt3smkkA6A8xPDPgSzIaGvSdw==,2458.305,ZutDKKcaGfVdn8FGb03AOEnbMd8=,ZN8OwBt8HaSbHRK7BB8TQuH5xMTBFrAEDpUO12mN1kc=
467,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,yIpg9N2oxpdGrTmEvmI5bxiXMX8ZUbvZujEpXqz7RZFWI0bE5O0ClTJHTn6+pDD7nESsOXKPq64qv09vjwu0WA==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,17933.13,SWOolkCnsl4A5Pf5sNAul7BtIQ8=,u7QBuj+WHiHOonLZhnNz74nk9PEtjKTtLybYq2wz9jU=
468,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,yIpg9N2oxpdGrTmEvmI5bxiXMX8ZUbvZujEpXqz7RZFWI0bE5O0ClTJHTn6+pDD7nESsOXKPq64qv09vjwu0WA==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,18806.936,t02UkMeC5p89j6Cx2gyeaQ2iLZ0=,u7QBuj+WHiHOonLZhnNz74nk9PEtjKTtLybYq2wz9jU=
469,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
470,3ldV3tnEO2nLNdr2xjLcVbqSFQ59GBE64ltyGHAmnd4=,0,La/cp9q5p065ywKtPsZ3UVMyUBi7mi9kE3sqFOYU1GSKpXT4h/KcPJM09vm5T6a7KAwHC40KDMX2ijuTFiEzLA==,5gAoHFiEMRE6+9AUTU6ZWwquvmur63I3ckgGvLHwWBFJCLWjdGGo1Fkgi2ufswTQKMcf77pDTxx5ENy+WUX7SA==,384.81006,GcBLEDXhvtYFvmoAYrlhcxSQQDQ=,KuXPOZXThmA2A/HhxIv8BYhVuJVfWDOUQrNuAvD3aIE=
471,3ldV3tnEO2nLNdr2xjLcVbqSFQ59GBE64ltyGHAmnd4=,0,La/cp9q5p065ywKtPsZ3UVMyUBi7mi9kE3sqFOYU1GSKpXT4h/KcPJM09vm5T6a7KAwHC40KDMX2ijuTFiEzLA==,5gAoHFiEMRE6+9AUTU6ZWwquvmur63I3ckgGvLHwWBFJCLWjdGGo1Fkgi2ufswTQKMcf77pDTxx5ENy+WUX7SA==,218.1159,5vjrvctBPFxPsD/m4FHECCckdfs=,KuXPOZXThmA2A/HhxIv8BYhVuJVfWDOUQrNuAvD3aIE=
472,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,qEvf7x/YHkVFKP+4LAI0TxNNOUX7+3N124uHsf8HxX5N0TsO/tusJOjJ+osbpurLW/4MmXrLEak1buQjt1F31Q==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,12462.514,+ECGBo7xz5ojZuMUi4XNEJAfB8c=,PgMNZLqbEEOLgx8LdOh0dMOJSvPnwTC2mU8wFfjsqhA=
473,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,qEvf7x/YHkVFKP+4LAI0TxNNOUX7+3N124uHsf8HxX5N0TsO/tusJOjJ+osbpurLW/4MmXrLEak1buQjt1F31Q==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,944.501,x5qCyTFTv8wlh7qOG9ANm7yLVgI=,PgMNZLqbEEOLgx8LdOh0dMOJSvPnwTC2mU8wFfjsqhA=
474,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
475,jIxzc3eqf5YL7dCqeSvwLVD6siybBZgPvhG2HU5/R2M=,0,1KV8TNMvzenTR0Nk+Ityv3V0hGqD6/6ZA/ZgWO+r8U35iZ7IFBJu46p4bKdr+1KBnQz+4xreO66JujbEPCnu1g==,MrNT1rzHwli28te3+x5jnZ+xlw5GNwzORPj537VPyIacRqdk1srynN++iHiIeh4Piv858fOEgy9t3Lp2M4lDLw==,2600.9363,s/mCWVbTXu9N5H4X2JETwbM+Sjw=,DKltIVljQFd6uitOVXFoK17ye6Yp4xqIP1yyze0GdAM=
